Company Name,Form Type,CIK,Date Filed,File Name,Error
Altair Advisers LLC,13F-NT,1624489,20240215,edgar/data/1624489/0001624489-24-000002.txt,AUM not found or could not be parsed
Baker Hughes Co,13F-NT,1701605,20240215,edgar/data/1701605/0001555301-24-000006.txt,AUM not found or could not be parsed
CLARK FINANCIAL SERVICES GROUP INC,/BD,13F-HR,1001011,20240215,HTTP 404
Christy Capital Management,13F-NT,2012167,20240215,edgar/data/2012167/0002012167-24-000001.txt,AUM not found or could not be parsed
"Attucks Asset Management, LLC",13F-NT,1451086,20240215,edgar/data/1451086/0001451086-24-000001.txt,AUM not found or could not be parsed
"Jane Street Global Trading, LLC",13F-NT,1450705,20240215,edgar/data/1450705/0001595888-24-000034.txt,AUM not found or could not be parsed
"Jane Street Capital, LLC",13F-NT,1450698,20240215,edgar/data/1450698/0001595888-24-000032.txt,AUM not found or could not be parsed
"JSOIN (BVI), Ltd.",13F-NT,1556329,20240215,edgar/data/1556329/0001595888-24-000035.txt,AUM not found or could not be parsed
JWM Capital LLC,13F-NT,1387302,20240215,edgar/data/1387302/0001387303-24-000004.txt,AUM not found or could not be parsed
LGIM Singapore PTE Ltd,13F-NT,2000219,20240215,edgar/data/2000219/0002000219-24-000003.txt,AUM not found or could not be parsed
Legal & General Investment Management America Inc,13F-NT,1559265,20240215,edgar/data/1559265/0001559265-24-000001.txt,AUM not found or could not be parsed
Jane Street Europe Ltd,13F-NT,1907807,20240215,edgar/data/1907807/0001595888-24-000036.txt,AUM not found or could not be parsed
"Jane Street Options, LLC",13F-NT,1450709,20240215,edgar/data/1450709/0001595888-24-000033.txt,AUM not found or could not be parsed
J O HAMBRO CAPITAL MANAGEMENT LTD,13F-NT,940755,20240215,edgar/data/940755/0001104659-24-024314.txt,AUM not found or could not be parsed
Legal & General Investment Management Ltd,13F-NT,1495115,20240215,edgar/data/1495115/0001495115-24-000007.txt,AUM not found or could not be parsed
Moon John W,13F-NT,1387300,20240215,edgar/data/1387300/0001387303-24-000005.txt,AUM not found or could not be parsed
Pendal Group Ltd,13F-NT,1541741,20240215,edgar/data/1541741/0001104659-24-024324.txt,AUM not found or could not be parsed
Perpetual Investment Management Ltd,13F-NT,1570625,20240215,edgar/data/1570625/0001104659-24-024317.txt,AUM not found or could not be parsed
Pitcairn Trust Co LLC,13F-NT,846620,20240215,edgar/data/846620/0001398344-24-003221.txt,AUM not found or could not be parsed
SWISS REINSURANCE CO LTD,13F-NT,315043,20240215,edgar/data/315043/0001027848-24-000002.txt,AUM not found or could not be parsed
"VIRTUS ALTERNATIVE INVESTMENT ADVISERS, INC.",13F-NT,1591068,20240215,edgar/data/1591068/0000883237-24-000017.txt,AUM not found or could not be parsed
Torrington Savings Bank,13F-NT,1755765,20240215,edgar/data/1755765/0001755765-24-000001.txt,AUM not found or could not be parsed
"WESTCHESTER CAPITAL PARTNERS, LLC",13F-NT,1277372,20240215,edgar/data/1277372/0001512805-24-000003.txt,AUM not found or could not be parsed
BARCLAYS PLC,13F-NT,312069,20240215,edgar/data/312069/0000312069-24-000017.txt,AUM not found or could not be parsed
BARCLAYS PLC,13F-NT,312069,20240215,edgar/data/312069/0000312069-24-000018.txt,AUM not found or could not be parsed
BARCLAYS PLC,13F-NT,312069,20240215,edgar/data/312069/0000312069-24-000021.txt,AUM not found or could not be parsed
BARCLAYS PLC,13F-NT,312069,20240215,edgar/data/312069/0000312069-24-000022.txt,AUM not found or could not be parsed
CREATIVE PLANNING TRUST Co LLC,13F-NT,1977052,20240216,edgar/data/1977052/0001977052-24-000002.txt,AUM not found or could not be parsed
BARCLAYS PLC,13F-NT,312069,20240215,edgar/data/312069/0000312069-24-000019.txt,AUM not found or could not be parsed
BARCLAYS PLC,13F-NT,312069,20240215,edgar/data/312069/0000312069-24-000020.txt,AUM not found or could not be parsed
BARCLAYS PLC,13F-NT,312069,20240215,edgar/data/312069/0000312069-24-000016.txt,AUM not found or could not be parsed
STATE FARM LIFE & ACCIDENT ASSURANCE CO,13F-NT,1121603,20240216,edgar/data/1121603/0000315032-24-000021.txt,AUM not found or could not be parsed
TRAVELERS INDEMNITY CO,13F-NT,937875,20240214,edgar/data/937875/0001104659-24-023597.txt,AUM not found or could not be parsed
CREATIVE PLANNING TRUST Co LLC,13F-NT,1977052,20240220,edgar/data/1977052/0001977052-24-000004.txt,AUM not found or could not be parsed
STATE FARM LIFE INSURANCE CO,13F-NT,900389,20240216,edgar/data/900389/0000315032-24-000020.txt,AUM not found or could not be parsed
"Pitcairn Financial Group, Inc",13F-NT,1315959,20240215,edgar/data/1315959/0001398344-24-003224.txt,AUM not found or could not be parsed
Spinnaker Asset Management - SAM Ltd,13F-NT,1426860,20240220,edgar/data/1426860/0000950123-24-002698.txt,AUM not found or could not be parsed
GENERAL RE CORP,13F-NT,317745,20240214,edgar/data/317745/0000950123-24-002564.txt,AUM not found or could not be parsed
VIRTU AMERICAS LLC,13F-NT,1457716,20240226,edgar/data/1457716/0001457716-24-000002.txt,AUM not found or could not be parsed
AIG Capital Corp,13F-NT,1417296,20240228,edgar/data/1417296/0001104659-24-028777.txt,AUM not found or could not be parsed
Zhou Ran,13F-NT,2012739,20240301,edgar/data/2012739/0001012975-24-000124.txt,AUM not found or could not be parsed
Forbion Growth Management B.V.,13F-NT,1918318,20240307,edgar/data/1918318/0001802806-24-000022.txt,AUM not found or could not be parsed
Forbion IV Management B.V.,13F-NT,2005384,20240307,edgar/data/2005384/0001802806-24-000023.txt,AUM not found or could not be parsed
"Vanguard Investments Australia, Ltd.",13F-NT/A,1550100,20240311,edgar/data/1550100/0001104659-24-033012.txt,AUM not found or could not be parsed
Vanguard National Trust Co,13F-NT/A,1984256,20240311,edgar/data/1984256/0001104659-24-033028.txt,AUM not found or could not be parsed
VANGUARD ADVISERS INC,13F-NT/A,947529,20240311,edgar/data/947529/0001104659-24-033024.txt,AUM not found or could not be parsed
"Vanguard Global Advisers, LLC",13F-NT/A,1811242,20240311,edgar/data/1811242/0001104659-24-033031.txt,AUM not found or could not be parsed
"Midway Wealth Partners, LLC",13F-NT,2015048,20240313,edgar/data/2015048/0002015048-24-000001.txt,AUM not found or could not be parsed
VANGUARD FIDUCIARY TRUST CO,13F-NT/A,933478,20240311,edgar/data/933478/0001104659-24-033004.txt,AUM not found or could not be parsed
PNC Investments LLC,13F-NT/A,1632508,20240322,edgar/data/1632508/0000950123-24-002967.txt,AUM not found or could not be parsed
PNC Delaware Trust Co,13F-NT/A,1482722,20240322,edgar/data/1482722/0000950123-24-002965.txt,AUM not found or could not be parsed
PNC Ohio Trust Co,13F-NT,2014920,20240322,edgar/data/2014920/0000950123-24-002969.txt,AUM not found or could not be parsed
"PNC BANK, NATIONAL ASSOCIATION",13F-NT/A,1008932,20240322,edgar/data/1008932/0000950123-24-002963.txt,AUM not found or could not be parsed
BrightSphere Inc.,13F-NT,796370,20240401,edgar/data/796370/0000796370-24-000003.txt,AUM not found or could not be parsed
"BMO Family Office, LLC",13F-NT,1673962,20240402,edgar/data/1673962/0001673962-24-000002.txt,AUM not found or could not be parsed
Colleges of Applied Arts & Technology Pension Plan,13F-NT,1792073,20240402,edgar/data/1792073/0001140361-24-017242.txt,AUM not found or could not be parsed
OLD GLORY ASSET MANAGEMENT LLC,13F-NT,1356954,20240402,edgar/data/1356954/0001104659-24-042661.txt,AUM not found or could not be parsed
"ALTEGRIS ADVISORS, L.L.C.",13F-NT,1506208,20240402,edgar/data/1506208/0001506208-24-000002.txt,AUM not found or could not be parsed
"Carson Group Investing, LLC",13F-NT,1879648,20240404,edgar/data/1879648/0001879648-24-000001.txt,AUM not found or could not be parsed
"Investment Management Group, LLC",13F-NT,1633071,20240404,edgar/data/1633071/0001104659-24-043447.txt,AUM not found or could not be parsed
Polar Capital (Switzerland) AG,13F-NT,1965543,20240404,edgar/data/1965543/0001172661-24-001714.txt,AUM not found or could not be parsed
Polar Capital LLP,13F-NT,1439303,20240404,edgar/data/1439303/0001172661-24-001715.txt,AUM not found or could not be parsed
"INLAND GROUP, LLC",13F-NT,926972,20240404,edgar/data/926972/0001104659-24-043446.txt,AUM not found or could not be parsed
Cisco Systems International B.V.,13F-NT,1345837,20240405,edgar/data/1345837/0000950123-24-003099.txt,AUM not found or could not be parsed
"LL Capital Partners I, L.P.",13F-NT,1663221,20240405,edgar/data/1663221/0001213900-24-030861.txt,AUM not found or could not be parsed
"Henry Bragg & Co., LLC",13F-NT,2004922,20240405,edgar/data/2004922/0001085146-24-001635.txt,AUM not found or could not be parsed
BISHOP STREET CAPITAL MANAGEMENT CORP,13F-NT,1132217,20240408,edgar/data/1132217/0001132217-24-000004.txt,AUM not found or could not be parsed
Tompkins Trust Co,13F-NT,1569897,20240408,edgar/data/1569897/0001999371-24-004575.txt,AUM not found or could not be parsed
"Amplify Investments, LLC",13F-NT,1632494,20240409,edgar/data/1632494/0001213900-24-031470.txt,AUM not found or could not be parsed
Banque Piguet Galland & Cie SA,13F-NT,1800914,20240410,edgar/data/1800914/0001800914-24-000002.txt,AUM not found or could not be parsed
ENTERPRISE BANCORP INC /MA/,13F-NT,1018399,20240410,edgar/data/1018399/0001018399-24-000031.txt,AUM not found or could not be parsed
J O HAMBRO CAPITAL MANAGEMENT LTD,13F-NT,940755,20240410,edgar/data/940755/0001104659-24-045293.txt,AUM not found or could not be parsed
Myriad Asset Management US LP,13F-NT,1857187,20240410,edgar/data/1857187/0001857187-24-000007.txt,AUM not found or could not be parsed
Pendal Group Ltd,13F-NT,1541741,20240410,edgar/data/1541741/0001104659-24-045295.txt,AUM not found or could not be parsed
Perpetual Investment Management Ltd,13F-NT,1570625,20240410,edgar/data/1570625/0001104659-24-045297.txt,AUM not found or could not be parsed
"Mason & Associates, LLC",13F-NT,1895045,20240411,edgar/data/1895045/0001754960-24-000135.txt,AUM not found or could not be parsed
HSBC Global Asset Management (USA) Inc.,13F-NT,1577401,20240412,edgar/data/1577401/0001577401-24-000002.txt,AUM not found or could not be parsed
EXETER TRUST CO,13F-NT,1086128,20240415,edgar/data/1086128/0002000324-24-001100.txt,AUM not found or could not be parsed
De Rubertis Francesco,13F-NT,1601521,20240415,edgar/data/1601521/0000950123-24-003320.txt,AUM not found or could not be parsed
Herbein Financial Group,13F-NT,1989399,20240415,edgar/data/1989399/0001172661-24-001851.txt,AUM not found or could not be parsed
Invik S.A.,13F-NT,1897270,20240415,edgar/data/1897270/0001104659-24-047284.txt,AUM not found or could not be parsed
MANNING & NAPIER ADVISORS LLC,13F-NT,62039,20240415,edgar/data/62039/0002000324-24-001101.txt,AUM not found or could not be parsed
"MANNING & NAPIER FUND, INC.",13F-NT,751173,20240415,edgar/data/751173/0002000324-24-001102.txt,AUM not found or could not be parsed
Versus Capital Advisors LLC,13F-NT,1542826,20240415,edgar/data/1542826/0001542826-24-000005.txt,AUM not found or could not be parsed
BSN Capital Partners Ltd,13F-HR,1911876,20240416,edgar/data/1911876/0001911876-24-000007.txt,AUM not found or could not be parsed
BSN Capital LLP,13F-NT,1911815,20240416,edgar/data/1911815/0001911876-24-000009.txt,AUM not found or could not be parsed
BSN Holdings Ltd,13F-NT,1912215,20240416,edgar/data/1912215/0001911876-24-000010.txt,AUM not found or could not be parsed
HSBC Global Asset Management(Taiwan)Limited,13F-NT,1577929,20240416,edgar/data/1577929/0001577929-24-000004.txt,AUM not found or could not be parsed
MASSACHUSETTS MUTUAL LIFE INSURANCE CO,13F-NT,225602,20240416,edgar/data/225602/0000225602-24-000006.txt,AUM not found or could not be parsed
Valley National Bank,13F-NT,1953592,20240416,edgar/data/1953592/0000929638-24-001486.txt,AUM not found or could not be parsed
BMO CAPITAL MARKETS CORP.,13F-NT,772028,20240417,edgar/data/772028/0000772028-24-000007.txt,AUM not found or could not be parsed
WoodTrust Bank,13F-NT,1725246,20240417,edgar/data/1725246/0001725247-24-000004.txt,AUM not found or could not be parsed
"Allspring Global Investments, LLC",13F-NT,1075869,20240418,edgar/data/1075869/0001890906-24-000114.txt,AUM not found or could not be parsed
"Allspring Funds Management, LLC",13F-NT,1327354,20240418,edgar/data/1327354/0001890906-24-000115.txt,AUM not found or could not be parsed
Hang Seng Investment Management Ltd,13F-NT,1706499,20240418,edgar/data/1706499/0001706499-24-000002.txt,AUM not found or could not be parsed
HSBC International Trustee Ltd,13F-NT,1578984,20240418,edgar/data/1578984/0001578984-24-000002.txt,AUM not found or could not be parsed
"UMC Benefit Board, Inc.",13F-NT,1352022,20240418,edgar/data/1352022/0001352022-24-000003.txt,AUM not found or could not be parsed
WFG Capital Advisors LLC,13F-NT,1842096,20240418,edgar/data/1842096/0001085146-24-001890.txt,AUM not found or could not be parsed
Wespath Institutional Investments LLC,13F-NT,1768723,20240418,edgar/data/1768723/0001768723-24-000001.txt,AUM not found or could not be parsed
Continental General Holdings LLC,13F-NT,1872137,20240419,edgar/data/1872137/0000921895-24-000919.txt,AUM not found or could not be parsed
Continental General Holdings LLC,13F-NT,1872137,20240419,edgar/data/1872137/0000921895-24-000923.txt,AUM not found or could not be parsed
Continental General Holdings LLC,13F-NT,1872137,20240419,edgar/data/1872137/0000921895-24-000907.txt,AUM not found or could not be parsed
Continental General Holdings LLC,13F-NT,1872137,20240419,edgar/data/1872137/0000921895-24-000911.txt,AUM not found or could not be parsed
Coutts & Co,13F-NT,1700459,20240419,edgar/data/1700459/0000844150-24-000006.txt,AUM not found or could not be parsed
"Continental Insurance Group, Ltd.",13F-NT,1663139,20240419,edgar/data/1663139/0000921895-24-000916.txt,AUM not found or could not be parsed
"Continental Insurance Group, Ltd.",13F-NT,1663139,20240419,edgar/data/1663139/0000921895-24-000912.txt,AUM not found or could not be parsed
Destra Capital Advisors LLC,13F-NT,1597850,20240419,edgar/data/1597850/0001172661-24-001910.txt,AUM not found or could not be parsed
"Continental Insurance Group, Ltd.",13F-NT,1663139,20240419,edgar/data/1663139/0000921895-24-000924.txt,AUM not found or could not be parsed
"Continental Insurance Group, Ltd.",13F-NT,1663139,20240419,edgar/data/1663139/0000921895-24-000908.txt,AUM not found or could not be parsed
Gorzynski Michael,13F-NT,1812551,20240419,edgar/data/1812551/0000921895-24-000909.txt,AUM not found or could not be parsed
Gorzynski Michael,13F-NT,1812551,20240419,edgar/data/1812551/0000921895-24-000913.txt,AUM not found or could not be parsed
Continental General Holdings LLC,13F-NT,1872137,20240419,edgar/data/1872137/0000921895-24-000915.txt,AUM not found or could not be parsed
Gorzynski Michael,13F-NT,1812551,20240419,edgar/data/1812551/0000921895-24-000917.txt,AUM not found or could not be parsed
Gorzynski Michael,13F-NT,1812551,20240419,edgar/data/1812551/0000921895-24-000921.txt,AUM not found or could not be parsed
HOWELL ELIZABETH KENAN,13F-NT,1084160,20240419,edgar/data/1084160/0001773052-24-000004.txt,AUM not found or could not be parsed
Carp Investments Pte. Ltd.,13F-NT,1599650,20240419,edgar/data/1599650/0001140361-24-020642.txt,AUM not found or could not be parsed
HORIZON BANCORP INC /IN/,13F-HR,706129,20240419,edgar/data/706129/0000908834-24-000111.txt,AUM not found or could not be parsed
"Continental Insurance Group, Ltd.",13F-NT,1663139,20240419,edgar/data/1663139/0000921895-24-000920.txt,AUM not found or could not be parsed
Gorzynski Michael,13F-NT,1812551,20240419,edgar/data/1812551/0000921895-24-000925.txt,AUM not found or could not be parsed
"Nikko Asset Management Co., Ltd.",13F-NT,1425864,20240419,edgar/data/1425864/0001214659-24-007138.txt,AUM not found or could not be parsed
Kenan Sterling Holt,13F-NT,1196415,20240419,edgar/data/1196415/0001773052-24-000005.txt,AUM not found or could not be parsed
SeaTown Master Fund,13F-NT,1567591,20240419,edgar/data/1567591/0001140361-24-020641.txt,AUM not found or could not be parsed
SEATOWN HOLDINGS INTERNATIONAL PTE. LTD.,13F-NT,1568349,20240419,edgar/data/1568349/0001140361-24-020640.txt,AUM not found or could not be parsed
SEATOWN CAPITAL PTE. LTD.,13F-NT,1591529,20240419,edgar/data/1591529/0001140361-24-020639.txt,AUM not found or could not be parsed
SUMITOMO MITSUI TRUST BANK Ltd,13F-NT,1046017,20240419,edgar/data/1046017/0001214659-24-007137.txt,AUM not found or could not be parsed
SeaTown Sustainability Opportunities Master Fund,13F-NT,1972949,20240419,edgar/data/1972949/0001140361-24-020638.txt,AUM not found or could not be parsed
Kenan Thomas S III,13F-NT,798999,20240419,edgar/data/798999/0001773052-24-000006.txt,AUM not found or could not be parsed
SeaTown Lionfish Pte. Ltd.,13F-NT,1512372,20240419,edgar/data/1512372/0001140361-24-020637.txt,AUM not found or could not be parsed
"Sumitomo Mitsui Trust Asset Management Co., Ltd.",13F-NT,1483526,20240419,edgar/data/1483526/0001214659-24-007139.txt,AUM not found or could not be parsed
Boston Trust Walden Co,13F-NT,829937,20240422,edgar/data/829937/0001534866-24-000007.txt,AUM not found or could not be parsed
Boston Trust Walden Inc.,13F-NT,1302797,20240422,edgar/data/1302797/0001534866-24-000008.txt,AUM not found or could not be parsed
HSBC GLOBAL ASSET MANAGEMENT (DEUTSCHLAND) GMBH,13F-NT,1581450,20240422,edgar/data/1581450/0001581450-24-000003.txt,AUM not found or could not be parsed
UNION BANK & TRUST CO /NE/,13F-NT,1259968,20240422,edgar/data/1259968/0001140361-24-020931.txt,AUM not found or could not be parsed
"CORBETT ROAD CAPITAL MANAGEMENT, LLC",13F-NT,1799581,20240423,edgar/data/1799581/0001799581-24-000002.txt,AUM not found or could not be parsed
"FIFTH THIRD BANK, NATIONAL ASSOCIATION",13F-NT,35528,20240423,edgar/data/35528/0000950123-24-003445.txt,AUM not found or could not be parsed
"Liberty Street Advisors, Inc.",13F-NT,1489178,20240423,edgar/data/1489178/0001137439-24-000901.txt,AUM not found or could not be parsed
BNP PARIBAS ASSET MANAGEMENT ASIA Ltd,13F-NT,1541508,20240424,edgar/data/1541508/0001541508-24-000002.txt,AUM not found or could not be parsed
"BNP PARIBAS ASSET MANAGEMENT USA, Inc.",13F-NT,1158011,20240424,edgar/data/1158011/0001158011-24-000002.txt,AUM not found or could not be parsed
BNP Paribas Asset Management UK Ltd,13F-NT,1389277,20240424,edgar/data/1389277/0001389277-24-000005.txt,AUM not found or could not be parsed
Bar Harbor Bank & Trust,13F-NT,1506242,20240424,edgar/data/1506242/0000743367-24-000004.txt,AUM not found or could not be parsed
BAR HARBOR BANKSHARES,13F-NT,743367,20240424,edgar/data/743367/0000743367-24-000003.txt,AUM not found or could not be parsed
HSBC GLOBAL ASSET MANAGEMENT (FRANCE),13F-NT,1581251,20240424,edgar/data/1581251/0001581251-24-000002.txt,AUM not found or could not be parsed
HSBC SECURITIES USA INC,13F-NT,1092524,20240424,edgar/data/1092524/0001092524-24-000002.txt,AUM not found or could not be parsed
"NBT Capital Management, Inc",13F-NT,1983391,20240424,edgar/data/1983391/0001140361-24-021661.txt,AUM not found or could not be parsed
HSBC Global Asset Management (Hong Kong) Ltd,13F-NT,1455270,20240424,edgar/data/1455270/0001455270-24-000002.txt,AUM not found or could not be parsed
PFS INVESTMENTS INC.,13F-NT,354497,20240424,edgar/data/354497/0000354497-24-000006.txt,AUM not found or could not be parsed
Maywood Asset Management Pte. Ltd.,13F-NT,2005351,20240424,edgar/data/2005351/0000904454-24-000261.txt,AUM not found or could not be parsed
Zenkyoren Asset Management of America Inc.,13F-NT,1597865,20240424,edgar/data/1597865/0000929638-24-001552.txt,AUM not found or could not be parsed
BANK OF NEW YORK MELLON,13F-NT,813905,20240425,edgar/data/813905/0001390777-24-000063.txt,AUM not found or could not be parsed
BNY Mellon Trust of Delaware,13F-NT,1674787,20240425,edgar/data/1674787/0001390777-24-000069.txt,AUM not found or could not be parsed
BNY MELLON N.A.,13F-NT,216543,20240425,edgar/data/216543/0001390777-24-000067.txt,AUM not found or could not be parsed
"BNY Mellon Investment Adviser, Inc.",13F-NT,30163,20240425,edgar/data/30163/0001390777-24-000066.txt,AUM not found or could not be parsed
"BNY MELLON ETF INVESTMENT ADVISER, LLC",13F-NT,1984029,20240425,edgar/data/1984029/0001390777-24-000065.txt,AUM not found or could not be parsed
BNY Mellon Securities Corp,13F-NT,732858,20240425,edgar/data/732858/0001390777-24-000068.txt,AUM not found or could not be parsed
"BNY Mellon Advisors, Inc.",13F-NT,1328575,20240425,edgar/data/1328575/0001390777-24-000064.txt,AUM not found or could not be parsed
CRESTVIEW MANAGEMENT LLC,13F-NT,1767143,20240425,edgar/data/1767143/0000919574-24-002649.txt,AUM not found or could not be parsed
GREAT EASTERN LIFE ASSURANCE Co Ltd,13F-NT,1775903,20240425,edgar/data/1775903/0001775903-24-000004.txt,AUM not found or could not be parsed
GREAT EASTERN LIFE ASSURANCE Co Ltd,13F-NT,1775903,20240425,edgar/data/1775903/0001775903-24-000003.txt,AUM not found or could not be parsed
GREAT EASTERN LIFE ASSURANCE Co Ltd,13F-NT,1775903,20240425,edgar/data/1775903/0001775903-24-000001.txt,AUM not found or could not be parsed
GREAT EASTERN LIFE ASSURANCE Co Ltd,13F-NT,1775903,20240425,edgar/data/1775903/0001775903-24-000002.txt,AUM not found or could not be parsed
HSBC Global Asset Management (UK) Ltd,13F-NT,1580862,20240425,edgar/data/1580862/0001580862-24-000002.txt,AUM not found or could not be parsed
"HSBC GLOBAL ASSET MANAGEMENT (MEXICO), SA DE CV, SOCIEDAD OP",13F-NT,1732101,20240425,edgar/data/1732101/0001732101-24-000003.txt,AUM not found or could not be parsed
Insight North America LLC,13F-NT,1888088,20240425,edgar/data/1888088/0001390777-24-000070.txt,AUM not found or could not be parsed
"HSBC Trinkaus & Burkhardt AG, Germany",13F-NT,1581449,20240425,edgar/data/1581449/0001581449-24-000002.txt,AUM not found or could not be parsed
MELLON INVESTMENTS Corp,13F-NT,874779,20240425,edgar/data/874779/0001390777-24-000071.txt,AUM not found or could not be parsed
NEWTON INVESTMENT MANAGEMENT LTD,13F-NT,1087733,20240425,edgar/data/1087733/0001390777-24-000072.txt,AUM not found or could not be parsed
"Newton Investment Management North America, LLC",13F-NT,1891811,20240425,edgar/data/1891811/0001390777-24-000073.txt,AUM not found or could not be parsed
"Ulrich Consultants & Investment Group, LLC",13F-NT,1878849,20240425,edgar/data/1878849/0001878849-24-000002.txt,AUM not found or could not be parsed
Walter Scott & Partners Ltd,13F-NT,1462006,20240425,edgar/data/1462006/0001390777-24-000074.txt,AUM not found or could not be parsed
FSR Wealth Management Ltd.,13F-NT,1940000,20240426,edgar/data/1940000/0001940000-24-000002.txt,AUM not found or could not be parsed
Zurcher Kantonalbank Osterreich AG,13F-NT,1893984,20240425,edgar/data/1893984/0000947871-24-000415.txt,AUM not found or could not be parsed
"F.N.B. INVESTMENT ADVISORS, INC.",13F-NT,1500018,20240426,edgar/data/1500018/0000950123-24-003555.txt,AUM not found or could not be parsed
LUTHERAN CHURCH MISSOURI SYNOD FOUNDATION,13F-NT,1135514,20240426,edgar/data/1135514/0001135514-24-000002.txt,AUM not found or could not be parsed
NORDEA INVESTMENT MANAGEMENT NORTH AMERICA INC,13F-NT,1211578,20240426,edgar/data/1211578/0001211578-24-000001.txt,AUM not found or could not be parsed
FIRST HORIZON CORP,13F-NT,36966,20240426,edgar/data/36966/0000036966-24-000052.txt,AUM not found or could not be parsed
Swedbank Robur Fonder AB,13F-NT,1547676,20240426,edgar/data/1547676/0001547676-24-000008.txt,AUM not found or could not be parsed
Rentrop Norman,13F-NT,1624863,20240426,edgar/data/1624863/0001569606-24-000013.txt,AUM not found or could not be parsed
Bator Thomas E.,13F-NT,1568106,20240429,edgar/data/1568106/0001568106-24-000002.txt,AUM not found or could not be parsed
"Employers Holdings, Inc.",13F-NT,1379041,20240429,edgar/data/1379041/0001379041-24-000106.txt,AUM not found or could not be parsed
Herbert John K III,13F-NT,1389867,20240429,edgar/data/1389867/0001389867-24-000003.txt,AUM not found or could not be parsed
"HSBC Bank USA, N.A.",13F-NT,1582152,20240429,edgar/data/1582152/0001582152-24-000011.txt,AUM not found or could not be parsed
Lion Global Investors Ltd,13F-NT,1964639,20240429,edgar/data/1964639/0001964639-24-000001.txt,AUM not found or could not be parsed
Lion Global Investors Ltd,13F-NT,1964639,20240429,edgar/data/1964639/0001964639-24-000004.txt,AUM not found or could not be parsed
Lion Global Investors Ltd,13F-NT,1964639,20240429,edgar/data/1964639/0001964639-24-000005.txt,AUM not found or could not be parsed
Fondsmaeglerselskabet Maj Invest A/S,13F-NT,1746408,20240429,edgar/data/1746408/0001746408-24-000001.txt,AUM not found or could not be parsed
Lion Global Investors Ltd,13F-NT,1964639,20240429,edgar/data/1964639/0001964639-24-000002.txt,AUM not found or could not be parsed
LATIFI KIMBERLY H,13F-NT,1905955,20240429,edgar/data/1905955/0001905955-24-000002.txt,AUM not found or could not be parsed
Lion Global Investors Ltd,13F-NT,1964639,20240429,edgar/data/1964639/0001964639-24-000003.txt,AUM not found or could not be parsed
"OpenView Advisors, LLC",13F-NT,1895563,20240429,edgar/data/1895563/0000950123-24-003641.txt,AUM not found or could not be parsed
Nichols Richard K,13F-NT,1799680,20240429,edgar/data/1799680/0001799680-24-000002.txt,AUM not found or could not be parsed
CARY STREET PARTNERS FINANCIAL LLC,13F-NT,1475045,20240430,edgar/data/1475045/0001766904-24-000005.txt,AUM not found or could not be parsed
"Fountainhead Capital Management, LLC",13F-NT,1843582,20240430,edgar/data/1843582/0001843582-24-000003.txt,AUM not found or could not be parsed
GREAT EASTERN LIFE ASSURANCE Co Ltd,13F-NT,1775903,20240430,edgar/data/1775903/0001775903-24-000005.txt,AUM not found or could not be parsed
Hongkong & Shanghai Banking Corp Ltd / ASP,13F-NT,1600216,20240430,edgar/data/1600216/0001600216-24-000002.txt,AUM not found or could not be parsed
Itau USA Asset Management Inc.,13F-NT,1541597,20240430,edgar/data/1541597/0001541597-24-000003.txt,AUM not found or could not be parsed
Harel Insurance Co LTD,13F-NT,1666482,20240430,edgar/data/1666482/0001178913-24-001480.txt,AUM not found or could not be parsed
Impax Asset Management (AIFM) Ltd,13F-NT,1634155,20240430,edgar/data/1634155/0001749768-24-000013.txt,AUM not found or could not be parsed
Impax Asset Management LTD,13F-NT,1428948,20240430,edgar/data/1428948/0001749768-24-000012.txt,AUM not found or could not be parsed
IMPAX ASSET MANAGEMENT LLC,13F-NT,1127990,20240430,edgar/data/1127990/0001749768-24-000014.txt,AUM not found or could not be parsed
"KMJZ Investments, L.L.C.",13F-NT,1504277,20240430,edgar/data/1504277/0000905148-24-001235.txt,AUM not found or could not be parsed
Harel Mutual Funds Ltd,13F-NT,1666483,20240430,edgar/data/1666483/0001178913-24-001478.txt,AUM not found or could not be parsed
"Research Affiliates, LLC",13F-NT,1337848,20240430,edgar/data/1337848/0001337848-24-000002.txt,AUM not found or could not be parsed
SILCHESTER PARTNERS LTD,13F-NT,1092432,20240430,edgar/data/1092432/0000950123-24-003659.txt,AUM not found or could not be parsed
Pinnacle Wealth Advisors,13F-NT,1698283,20240430,edgar/data/1698283/0001698283-24-000008.txt,AUM not found or could not be parsed
Sterling Capital Management LLC,13F-NT,1329883,20240430,edgar/data/1329883/0001329883-24-000002.txt,AUM not found or could not be parsed
Samuel Zell Administrative Trust,13F-NT,1989035,20240430,edgar/data/1989035/0000905148-24-001236.txt,AUM not found or could not be parsed
"TIAA-CREF INDIVIDUAL & INSTITUTIONAL SERVICES, LLC",13F-NT,882928,20240430,edgar/data/882928/0000930413-24-001547.txt,AUM not found or could not be parsed
"Thompson Capital Management, LLC",13F-NT,1930986,20240430,edgar/data/1930986/0001172661-24-001955.txt,AUM not found or could not be parsed
Baillie Gifford International LLC,13F-NT,1345717,20240501,edgar/data/1345717/0001088875-24-000071.txt,AUM not found or could not be parsed
BAILLIE GIFFORD OVERSEAS LTD,13F-NT,1085972,20240501,edgar/data/1085972/0001088875-24-000070.txt,AUM not found or could not be parsed
