Company Name,Form Type,CIK,Date Filed,File Name,Error
"U.S. BANCORP INVESTMENTS, INC.",13F-NT,786393,20250205,edgar/data/786393/0000036104-25-000011.txt,AUM not found or could not be parsed
Yelin Lapidot Provident Funds Management Ltd,13F-NT,1994223,20250205,edgar/data/1994223/0001213900-25-010343.txt,AUM not found or could not be parsed
Yelin Lapidot Mutual Funds Management Ltd,13F-NT,1989471,20250205,edgar/data/1989471/0001213900-25-010342.txt,AUM not found or could not be parsed
"Amplify Investments, LLC",13F-NT,1632494,20250206,edgar/data/1632494/0001213900-25-010887.txt,AUM not found or could not be parsed
US BANK NATIONAL ASSOCIATION,13F-NT,830013,20250205,edgar/data/830013/0000036104-25-000010.txt,AUM not found or could not be parsed
BASS ROBERT M,13F-NT,911377,20250206,edgar/data/911377/0000897423-25-000018.txt,AUM not found or could not be parsed
Acorn Advisory Capital L.P.,13F-NT,1730745,20250206,edgar/data/1730745/0000950123-25-000998.txt,AUM not found or could not be parsed
BARING ASSET MANAGEMENT Ltd,13F-NT,1606779,20250206,edgar/data/1606779/0000009015-25-000003.txt,AUM not found or could not be parsed
Baring SICE (Taiwan) LTD,13F-NT,1803230,20250206,edgar/data/1803230/0000009015-25-000005.txt,AUM not found or could not be parsed
"AssetMark Financial Holdings, Inc.",13F-NT,1591587,20250206,edgar/data/1591587/0001591587-25-000003.txt,AUM not found or could not be parsed
Baring International Investment Ltd,13F-NT,1568131,20250206,edgar/data/1568131/0000009015-25-000004.txt,AUM not found or could not be parsed
Baring Asset Management Korea Ltd,13F-NT,1606780,20250206,edgar/data/1606780/0000009015-25-000002.txt,AUM not found or could not be parsed
Atudot Pension Fund For Employees & Independents Ltd.,13F-NT,1632025,20250206,edgar/data/1632025/0001178913-25-000340.txt,AUM not found or could not be parsed
Wakefield Asset Managment Corp,13F-NT,1759421,20250205,edgar/data/1759421/0001600435-25-000003.txt,AUM not found or could not be parsed
Clal Insurance Co Ltd.,13F-NT,1632510,20250206,edgar/data/1632510/0001178913-25-000336.txt,AUM not found or could not be parsed
Edward Jones Trust Co,13F-NT,1127999,20250206,edgar/data/1127999/0000950123-25-000979.txt,AUM not found or could not be parsed
"Edward D. Jones & Co., L.P.",13F-NT,1512995,20250206,edgar/data/1512995/0000950123-25-000976.txt,AUM not found or could not be parsed
Clal Pension & Provident Funds Ltd.,13F-NT,1632511,20250206,edgar/data/1632511/0001178913-25-000338.txt,AUM not found or could not be parsed
"Delphi Capital Management, Inc.",13F-NT,1571385,20250206,edgar/data/1571385/0000950123-25-000997.txt,AUM not found or could not be parsed
"GUGGENHEIM FUNDS DISTRIBUTORS, LLC",13F-NT,1167303,20250206,edgar/data/1167303/0001167303-25-000001.txt,AUM not found or could not be parsed
"GUGGENHEIM FUNDS INVESTMENT ADVISORS, LLC",13F-NT,1280782,20250206,edgar/data/1280782/0001280782-25-000001.txt,AUM not found or could not be parsed
"GC-32 Mineral Partners, L.P.",13F-NT,1765185,20250206,edgar/data/1765185/0000897423-25-000015.txt,AUM not found or could not be parsed
FREESTONE CAPITAL MANAGEMENT LLC,13F-NT,1128159,20250206,edgar/data/1128159/0001172661-25-000558.txt,AUM not found or could not be parsed
Frost Bank - FWA,13F-NT,1770133,20250206,edgar/data/1770133/0001770133-25-000001.txt,AUM not found or could not be parsed
"LMBI, L.P.",13F-NT,793650,20250206,edgar/data/793650/0000897423-25-000014.txt,AUM not found or could not be parsed
MANUFACTURERS & TRADERS TRUST CO,13F-NT,899227,20250206,edgar/data/899227/0000950123-25-001039.txt,AUM not found or could not be parsed
"KEYBANC CAPITAL MARKETS,INC /OH/",13F-NT,1074714,20250206,edgar/data/1074714/0001089877-25-000003.txt,AUM not found or could not be parsed
Key National Trust Co of Delaware,13F-NT,2011135,20250206,edgar/data/2011135/0001089877-25-000004.txt,AUM not found or could not be parsed
"Mitsubishi UFJ Securities Holdings Co., Ltd.",13F-NT,1374022,20250206,edgar/data/1374022/0001374022-25-000003.txt,AUM not found or could not be parsed
"NBLSM, L.P.",13F-NT,1705612,20250206,edgar/data/1705612/0000897423-25-000017.txt,AUM not found or could not be parsed
London LGPS CIV Ltd,13F-NT,2034979,20250206,edgar/data/2034979/0002034979-25-000001.txt,AUM not found or could not be parsed
RAYMOND JAMES & ASSOCIATES,13F-NT,1084208,20250206,edgar/data/1084208/0000720005-25-000022.txt,AUM not found or could not be parsed
RBC Global Asset Management (U.S.),13F-NT,1179454,20250206,edgar/data/1179454/0000950123-25-001084.txt,AUM not found or could not be parsed
"Raymond James Financial Services Advisors, Inc.",13F-NT,1462284,20250206,edgar/data/1462284/0000720005-25-000023.txt,AUM not found or could not be parsed
RAYMOND JAMES TRUST N.A.,13F-NT,1088950,20250206,edgar/data/1088950/0001088950-25-000003.txt,AUM not found or could not be parsed
"Research Affiliates, LLC",13F-NT,1337848,20250206,edgar/data/1337848/0001337848-25-000001.txt,AUM not found or could not be parsed
RAYMOND JAMES TRUST CO. OF NH,13F-NT,1927067,20250206,edgar/data/1927067/0001927067-25-000002.txt,AUM not found or could not be parsed
SECURITY INVESTORS LLC,13F-NT,791185,20250206,edgar/data/791185/0000791185-25-000001.txt,AUM not found or could not be parsed
Silphium Equity Event Driven Master Fund Ltd,13F-NT,2054039,20250206,edgar/data/2054039/0000919574-25-000829.txt,AUM not found or could not be parsed
Syncona Holdings Ltd,13F-NT,1725043,20250206,edgar/data/1725043/0000950123-25-001067.txt,AUM not found or could not be parsed
Silphium World Equity Hedged Master Fund Ltd,13F-NT,2053460,20250206,edgar/data/2053460/0000919574-25-000830.txt,AUM not found or could not be parsed
"SAPPHIRE VENTURES (GPE) IV, L.L.C.",13F-NT,1877642,20250206,edgar/data/1877642/0001172661-25-000519.txt,AUM not found or could not be parsed
Syncona Ltd,13F-NT,1725045,20250206,edgar/data/1725045/0000950123-25-001064.txt,AUM not found or could not be parsed
THRU LINE L.P.,13F-NT,806246,20250206,edgar/data/806246/0000897423-25-000016.txt,AUM not found or could not be parsed
Syncona Investment Management Ltd,13F-NT,1765718,20250206,edgar/data/1765718/0000950123-25-001071.txt,AUM not found or could not be parsed
"Wilmington Trust Investment Advisors, Inc.",13F-NT,1288595,20250206,edgar/data/1288595/0000950123-25-001037.txt,AUM not found or could not be parsed
"Wilmington Trust, National Association",13F-NT,1537825,20250206,edgar/data/1537825/0000950123-25-001041.txt,AUM not found or could not be parsed
"Wilmington Trust Asset Management, LLC",13F-NT,1992718,20250206,edgar/data/1992718/0000950123-25-001036.txt,AUM not found or could not be parsed
"Wilmington Trust Investment Management, LLC",13F-NT,1418288,20250206,edgar/data/1418288/0000950123-25-001032.txt,AUM not found or could not be parsed
WoodTrust Bank,13F-NT,1725246,20250206,edgar/data/1725246/0001725247-25-000002.txt,AUM not found or could not be parsed
AGF Investments LLC,13F-NT,1479598,20250207,edgar/data/1479598/0000945621-25-000137.txt,AUM not found or could not be parsed
AGF INVESTMENTS INC.,13F-NT,1157765,20250207,edgar/data/1157765/0000945621-25-000135.txt,AUM not found or could not be parsed
WILMINGTON TRUST CO,13F-NT,905571,20250206,edgar/data/905571/0000950123-25-001035.txt,AUM not found or could not be parsed
"AMUNDI ASSET MANAGEMENT US, INC.",13F-NT,1102598,20250207,edgar/data/1102598/0000950123-25-001174.txt,AUM not found or could not be parsed
AGF Investments America Inc.,13F-NT,1591590,20250207,edgar/data/1591590/0000945621-25-000133.txt,AUM not found or could not be parsed
Amundi (UK) Ltd,13F-NT,1935237,20250207,edgar/data/1935237/0000950123-25-001187.txt,AUM not found or could not be parsed
Amundi Asset Management,13F-NT,1280690,20250207,edgar/data/1280690/0000950123-25-001172.txt,AUM not found or could not be parsed
Amundi Ireland Ltd,13F-NT,1768066,20250207,edgar/data/1768066/0000950123-25-001193.txt,AUM not found or could not be parsed
Amundi Taiwan Ltd.,13F-NT,1941328,20250207,edgar/data/1941328/0000950123-25-001185.txt,AUM not found or could not be parsed
"Amundi Czech Republic Asset Management, a.s.",13F-NT,1732769,20250207,edgar/data/1732769/0000950123-25-001176.txt,AUM not found or could not be parsed
"Amundi Czech Republic Investicni Spolecnost, a.s.",13F-NT,1935264,20250207,edgar/data/1935264/0000950123-25-001159.txt,AUM not found or could not be parsed
AMUNDI HONG KONG LTD,13F-NT,1696433,20250207,edgar/data/1696433/0000950123-25-001168.txt,AUM not found or could not be parsed
Amundi Deutschland GmbH,13F-NT,1731532,20250207,edgar/data/1731532/0000950123-25-001194.txt,AUM not found or could not be parsed
Wilmington Funds Management Corp,13F-NT,1056357,20250206,edgar/data/1056357/0000950123-25-001028.txt,AUM not found or could not be parsed
Amundi Japan Ltd.,13F-NT,1482818,20250207,edgar/data/1482818/0000950123-25-001188.txt,AUM not found or could not be parsed
BLACKROCK CAPITAL MANAGEMENT INC,13F-NT,1173486,20250207,edgar/data/1173486/0001060021-25-000016.txt,AUM not found or could not be parsed
AMUNDI AUSTRIA GMBH,13F-NT,1696432,20250207,edgar/data/1696432/0000950123-25-001166.txt,AUM not found or could not be parsed
BLACKROCK ADVISORS LLC,13F-NT,1086364,20250207,edgar/data/1086364/0001060021-25-000008.txt,AUM not found or could not be parsed
Amundi SGR S.p.A.,13F-NT,1932771,20250207,edgar/data/1932771/0000950123-25-001180.txt,AUM not found or could not be parsed
"Aperio Group, LLC",13F-NT,1364615,20250207,edgar/data/1364615/0001060021-25-000003.txt,AUM not found or could not be parsed
"Banco Santander Mexico S.A., Institucion de Banca Multiple,",13F-NT,1698287,20250207,edgar/data/1698287/0001698287-25-000002.txt,AUM not found or could not be parsed
BLACKROCK FUND MANAGEMENT CO. S.A.,13F-NT,1559920,20250207,edgar/data/1559920/0001060021-25-000019.txt,AUM not found or could not be parsed
BLACKROCK (SINGAPORE) LTD.,13F-NT,1559921,20250207,edgar/data/1559921/0001060021-25-000006.txt,AUM not found or could not be parsed
BlackRock Advisors (UK) Ltd,13F-NT,1034551,20250207,edgar/data/1034551/0001060021-25-000007.txt,AUM not found or could not be parsed
BlackRock (Netherlands) B.V.,13F-NT,1388399,20250207,edgar/data/1388399/0001060021-25-000005.txt,AUM not found or could not be parsed
Banco Santander International SA,13F-NT,1697263,20250207,edgar/data/1697263/0001697263-25-000002.txt,AUM not found or could not be parsed
BlackRock (Luxembourg) S.A.,13F-NT,1426606,20250207,edgar/data/1426606/0001060021-25-000004.txt,AUM not found or could not be parsed
BlackRock Asset Management North Asia Ltd,13F-NT,1579409,20250207,edgar/data/1579409/0001060021-25-000012.txt,AUM not found or could not be parsed
BlackRock Fund Advisors,13F-NT,1006249,20250207,edgar/data/1006249/0001060021-25-000018.txt,AUM not found or could not be parsed
BlackRock Brasil Gestora de Investimentos Ltd.,13F-NT,1579408,20250207,edgar/data/1579408/0001060021-25-000014.txt,AUM not found or could not be parsed
BLACKROCK FINANCIAL MANAGEMENT INC/DE,13F-NT,1086363,20250207,edgar/data/1086363/0001060021-25-000017.txt,AUM not found or could not be parsed
BlackRock Fund Managers Ltd.,13F-NT,1388402,20250207,edgar/data/1388402/0001060021-25-000020.txt,AUM not found or could not be parsed
BlackRock Asset Management Ireland Ltd,13F-NT,1503309,20250207,edgar/data/1503309/0001060021-25-000011.txt,AUM not found or could not be parsed
BlackRock Asset Management Canada Ltd,13F-NT,1050459,20250207,edgar/data/1050459/0001060021-25-000009.txt,AUM not found or could not be parsed
BlackRock Asset Management Deutschland AG,13F-NT,1415064,20250207,edgar/data/1415064/0001060021-25-000010.txt,AUM not found or could not be parsed
"BlackRock Capital Investment Advisors, LLC",13F-NT,1717705,20250207,edgar/data/1717705/0001060021-25-000015.txt,AUM not found or could not be parsed
BlackRock Japan Co. Ltd,13F-NT,1085635,20250207,edgar/data/1085635/0001060021-25-000028.txt,AUM not found or could not be parsed
BlackRock Life Ltd,13F-NT,1549649,20250207,edgar/data/1549649/0001060021-25-000029.txt,AUM not found or could not be parsed
BlackRock Investment Management (Taiwan) Ltd,13F-NT,1512561,20250207,edgar/data/1512561/0001060021-25-000025.txt,AUM not found or could not be parsed
BlackRock Investment Management (Australia) Ltd,13F-NT,1461626,20250207,edgar/data/1461626/0001060021-25-000024.txt,AUM not found or could not be parsed
"BlackRock Institutional Trust Company, N.A.",13F-NT,913414,20250207,edgar/data/913414/0001060021-25-000022.txt,AUM not found or could not be parsed
"BlackRock Investment Management, LLC",13F-NT,1305227,20250207,edgar/data/1305227/0001060021-25-000027.txt,AUM not found or could not be parsed
Banco Santander International,13F-NT,1697453,20250207,edgar/data/1697453/0001697453-25-000002.txt,AUM not found or could not be parsed
BlackRock Group LTD,13F-NT,1003283,20250207,edgar/data/1003283/0001060021-25-000021.txt,AUM not found or could not be parsed
Amundi Singapore Ltd,13F-NT,1905668,20250207,edgar/data/1905668/0000950123-25-001171.txt,AUM not found or could not be parsed
BFT Investment Managers,13F-NT,1362200,20250207,edgar/data/1362200/0000950123-25-001156.txt,AUM not found or could not be parsed
CapitalG II LP,13F-NT,1779076,20250207,edgar/data/1779076/0001779076-25-000003.txt,AUM not found or could not be parsed
"BlackRock International, Ltd.",13F-NT,1426459,20250207,edgar/data/1426459/0001060021-25-000023.txt,AUM not found or could not be parsed
CapitalG III LP,13F-NT,1998562,20250207,edgar/data/1998562/0001998562-25-000003.txt,AUM not found or could not be parsed
"CARILLON TOWER ADVISERS, INC.",13F-NT,1715163,20250207,edgar/data/1715163/0001062993-25-001824.txt,AUM not found or could not be parsed
"Citizens Bank, National Association",13F-NT,1663813,20250207,edgar/data/1663813/0001663813-25-000003.txt,AUM not found or could not be parsed
CPR Asset Management,13F-NT,1330434,20250207,edgar/data/1330434/0000950123-25-001184.txt,AUM not found or could not be parsed
"Coalescence Global Opportunities Fund, LP",13F-NT,1966271,20250207,edgar/data/1966271/0000919574-25-000880.txt,AUM not found or could not be parsed
"Clarfeld Financial Advisors, LLC",13F-NT,1766347,20250207,edgar/data/1766347/0001766347-25-000003.txt,AUM not found or could not be parsed
Desjardins Capital Management Inc,13F-NT,2022316,20250207,edgar/data/2022316/0002022283-25-000003.txt,AUM not found or could not be parsed
Daiwa International Holdings Inc.,13F-NT,1545860,20250207,edgar/data/1545860/0001481045-25-000003.txt,AUM not found or could not be parsed
Doherty & Associates Ltd.,13F-NT,2010017,20250207,edgar/data/2010017/0000945621-25-000143.txt,AUM not found or could not be parsed
Cypress Capital Management Ltd.,13F-NT,1964277,20250207,edgar/data/1964277/0000945621-25-000139.txt,AUM not found or could not be parsed
Cypress Capital Management US Ltd,13F-NT,1964276,20250207,edgar/data/1964276/0000945621-25-000141.txt,AUM not found or could not be parsed
Desjardins Investments Inc,13F-NT,2022299,20250207,edgar/data/2022299/0002022283-25-000002.txt,AUM not found or could not be parsed
ENTERPRISE BANK & TRUST,13F-NT,1482756,20250207,edgar/data/1482756/0001482756-25-000003.txt,AUM not found or could not be parsed
Desjardins Trust Inc.,13F-NT,2022283,20250207,edgar/data/2022283/0002022283-25-000001.txt,AUM not found or could not be parsed
BlackRock Asset Management Schweiz AG,13F-NT,1654470,20250207,edgar/data/1654470/0001060021-25-000013.txt,AUM not found or could not be parsed
"GV Management Company, L.L.C.",13F-NT,1940173,20250207,edgar/data/1940173/0001940173-25-000003.txt,AUM not found or could not be parsed
GREAT EASTERN LIFE ASSURANCE Co Ltd,13F-NT,1775903,20250207,edgar/data/1775903/0001775903-25-000001.txt,AUM not found or could not be parsed
GREENWOODS INVESTMENTS SG PTE. LTD.,13F-NT,1859679,20250207,edgar/data/1859679/0001848138-25-000003.txt,AUM not found or could not be parsed
BlackRock Investment Management (UK) Ltd.,13F-NT,1388401,20250207,edgar/data/1388401/0001060021-25-000026.txt,AUM not found or could not be parsed
GREAT EASTERN TRUST PRIVATE Ltd,13F-NT,2023107,20250207,edgar/data/2023107/0001775903-25-000002.txt,AUM not found or could not be parsed
"Green Century Capital Management, Inc.",13F-NT,1491252,20250207,edgar/data/1491252/0000950123-25-001197.txt,AUM not found or could not be parsed
"HSBC Bank USA, N.A.",13F-NT,1582152,20250207,edgar/data/1582152/0001582152-25-000002.txt,AUM not found or could not be parsed
"Grupo Empresarial Santander, S.L.",13F-NT,1844952,20250207,edgar/data/1844952/0001844952-25-000002.txt,AUM not found or could not be parsed
Google LLC,13F-NT,1824723,20250207,edgar/data/1824723/0001824723-25-000004.txt,AUM not found or could not be parsed
HIGHLAND ASSOCIATES INC,13F-NT,716187,20250207,edgar/data/716187/0000716187-25-000001.txt,AUM not found or could not be parsed
GUARDIAN LIFE INSURANCE CO OF AMERICA,13F-NT,901849,20250207,edgar/data/901849/0000950123-25-001149.txt,AUM not found or could not be parsed
"Global Energy & Power Infrastructure II Advisors, LLC",13F-NT,1912613,20250207,edgar/data/1912613/0001060021-25-000030.txt,AUM not found or could not be parsed
Ishares(DE) InvAG mit Teilgesellschaftsvermogen,13F-NT,1512562,20250207,edgar/data/1512562/0001060021-25-000031.txt,AUM not found or could not be parsed
JACKSON NATIONAL ASSET MANAGEMENT LLC,13F-NT,1164772,20250207,edgar/data/1164772/0001164772-25-000001.txt,AUM not found or could not be parsed
Itau USA Asset Management Inc.,13F-NT,1541597,20250207,edgar/data/1541597/0001541597-25-000001.txt,AUM not found or could not be parsed
LADENBURG THALMANN ASSET MANAGEMENT,13F-NT,1483964,20250207,edgar/data/1483964/0001677044-25-000004.txt,AUM not found or could not be parsed
KBI Global Investors (North America) Ltd,13F-NT,1463879,20250207,edgar/data/1463879/0000950123-25-001191.txt,AUM not found or could not be parsed
KBI Global Investors Ltd,13F-NT,1410251,20250207,edgar/data/1410251/0000950123-25-001164.txt,AUM not found or could not be parsed
Marathon Trading Group LLC,13F-NT,1633121,20250207,edgar/data/1633121/0001633121-25-000003.txt,AUM not found or could not be parsed
"NBT Capital Management, Inc",13F-NT,1983391,20250207,edgar/data/1983391/0001140361-25-003533.txt,AUM not found or could not be parsed
"OSAIC WEALTH, INC.",13F-NT,837933,20250207,edgar/data/837933/0001677044-25-000003.txt,AUM not found or could not be parsed
"Osaic Advisory Services, LLC",13F-NT,1682267,20250207,edgar/data/1682267/0001677044-25-000005.txt,AUM not found or could not be parsed
"PNC BANK, NATIONAL ASSOCIATION",13F-NT,1008932,20250207,edgar/data/1008932/0000950123-25-001131.txt,AUM not found or could not be parsed
Markel-Gayner Asset Management LLC,13F-NT,1034180,20250207,edgar/data/1034180/0001034180-25-000002.txt,AUM not found or could not be parsed
PNC Delaware Trust Co,13F-NT,1482722,20250207,edgar/data/1482722/0000950123-25-001132.txt,AUM not found or could not be parsed
"OSAIC INSTITUTIONS, INC.",13F-NT,914904,20250207,edgar/data/914904/0000914904-25-000003.txt,AUM not found or could not be parsed
PNC Investments LLC,13F-NT,1632508,20250207,edgar/data/1632508/0000950123-25-001135.txt,AUM not found or could not be parsed
PNC Ohio Trust Co,13F-NT,2014920,20250207,edgar/data/2014920/0000950123-25-001136.txt,AUM not found or could not be parsed
"REGIONS INVESTMENT MANAGEMENT, INC.",13F-NT,1082809,20250207,edgar/data/1082809/0001082809-25-000001.txt,AUM not found or could not be parsed
RIVERSTONE INVESTMENT GROUP LLC,13F-NT,1427277,20250207,edgar/data/1427277/0001104659-25-010603.txt,AUM not found or could not be parsed
SOCIETE GENERALE GESTION,13F-NT,1482820,20250207,edgar/data/1482820/0000950123-25-001160.txt,AUM not found or could not be parsed
"SAM Investment Holdings, S.L.",13F-NT,1739361,20250207,edgar/data/1739361/0001739361-25-000003.txt,AUM not found or could not be parsed
"Sabadell Asset Management, S.A S.G.I.I.C",13F-NT,1730946,20250207,edgar/data/1730946/0000950123-25-001169.txt,AUM not found or could not be parsed
"Silver Lake Technology Associates III Cayman, L.P.",13F-NT,1623274,20250207,edgar/data/1623274/0000950123-25-001119.txt,AUM not found or could not be parsed
"Silver Lake Technology Associates V Marquee, L.P.",13F-NT,1740640,20250207,edgar/data/1740640/0000950123-25-001116.txt,AUM not found or could not be parsed
"Silver Lake Technology Associates V, L.P.",13F-NT,1737657,20250207,edgar/data/1737657/0000950123-25-001117.txt,AUM not found or could not be parsed
"Silver Lake Technology Associates IV, L.P.",13F-NT,1672566,20250207,edgar/data/1672566/0000950123-25-001120.txt,AUM not found or could not be parsed
"Silver Lake Technology Associates III, L.P.",13F-NT,1491809,20250207,edgar/data/1491809/0000950123-25-001123.txt,AUM not found or could not be parsed
Stone Ridge Ventures LLC,13F-NT,1802285,20250207,edgar/data/1802285/0001172661-25-000586.txt,AUM not found or could not be parsed
TENNENBAUM CAPITAL PARTNERS LLC,13F-NT,1169553,20250207,edgar/data/1169553/0001060021-25-000033.txt,AUM not found or could not be parsed
"Silver Lake West VoteCo, L.L.C.",13F-NT,1868089,20250207,edgar/data/1868089/0000950123-25-001124.txt,AUM not found or could not be parsed
"SpiderRock Advisors, LLC",13F-NT,1703301,20250207,edgar/data/1703301/0001060021-25-000032.txt,AUM not found or could not be parsed
"Silver Lake Alpine Associates, L.P.",13F-NT,1722976,20250207,edgar/data/1722976/0000950123-25-001121.txt,AUM not found or could not be parsed
Verily Life Sciences LLC,13F-NT,1848282,20250207,edgar/data/1848282/0001848282-25-000003.txt,AUM not found or could not be parsed
Volterra Technologies LP,13F-NT,1833567,20250207,edgar/data/1833567/0001172661-25-000584.txt,AUM not found or could not be parsed
TRAVELERS INDEMNITY CO,13F-NT,937875,20250207,edgar/data/937875/0001104659-25-010563.txt,AUM not found or could not be parsed
UNITED COMMUNITY BANKS INC,13F-NT,857855,20250207,edgar/data/857855/0001104659-25-010381.txt,AUM not found or could not be parsed
Aflac Asset Management LLC,13F-NT,1882466,20250210,edgar/data/1882466/0001882466-25-000003.txt,AUM not found or could not be parsed
ALLEN & CO INC/ALLEN HOLDING INC,13F-NT,904807,20250210,edgar/data/904807/0001214659-25-002276.txt,AUM not found or could not be parsed
Analyst I.M.S. Mutual Funds Management,13F-NT,1831222,20250210,edgar/data/1831222/0001178913-25-000377.txt,AUM not found or could not be parsed
"American Beacon Advisors, Inc.",13F-NT,908758,20250210,edgar/data/908758/0000809593-25-000002.txt,AUM not found or could not be parsed
"Associated Trust Company, N.A.",13F-NT,1813517,20250210,edgar/data/1813517/0001813517-25-000003.txt,AUM not found or could not be parsed
Allen & CO LLC,13F-NT,1303053,20250210,edgar/data/1303053/0001214659-25-002277.txt,AUM not found or could not be parsed
Zurcher Kantonalbank Osterreich AG,13F-NT,1893984,20250207,edgar/data/1893984/0000947871-25-000116.txt,AUM not found or could not be parsed
BP INVESTMENT MANAGEMENT LTD,13F-NT,1105793,20250210,edgar/data/1105793/0001628280-25-004517.txt,AUM not found or could not be parsed
Bank J. Safra Sarasin LTD,13F-NT,2031823,20250210,edgar/data/2031823/0002031823-25-000001.txt,AUM not found or could not be parsed
Banque J. Safra Sarasin (Luxembourg) SA,13F-NT,2031300,20250210,edgar/data/2031300/0002031823-25-000002.txt,AUM not found or could not be parsed
"BMSS Wesson Wealth Solutions, LLC",13F-NT,1905417,20250210,edgar/data/1905417/0001905417-25-000001.txt,AUM not found or could not be parsed
BTG PACTUAL (UK) Ltd,13F-NT,1569595,20250210,edgar/data/1569595/0001569595-25-000001.txt,AUM not found or could not be parsed
BTG Pactual Asset Management S.A. DTVM,13F-NT,1569785,20250210,edgar/data/1569785/0001569595-25-000002.txt,AUM not found or could not be parsed
Bator Thomas E.,13F-NT,1568106,20250210,edgar/data/1568106/0001568106-25-000001.txt,AUM not found or could not be parsed
Brandes Investment Partners & Co.,13F-NT,1542551,20250210,edgar/data/1542551/0001041062-25-000008.txt,AUM not found or could not be parsed
"Black Diamond Financial, LLC/NJ",13F-NT,2035675,20250210,edgar/data/2035675/0002035675-25-000001.txt,AUM not found or could not be parsed
Brandes Investment Partners (Europe) Ltd.,13F-NT,1741145,20250210,edgar/data/1741145/0001041062-25-000010.txt,AUM not found or could not be parsed
Bank J. Safra Sarasin (Gibraltar) Ltd,13F-NT,2030320,20250210,edgar/data/2030320/0002031823-25-000003.txt,AUM not found or could not be parsed
Brandes Investment Partners (Asia) Pte. Ltd.,13F-NT,2038906,20250210,edgar/data/2038906/0001041062-25-000006.txt,AUM not found or could not be parsed
Arch Investment Management Ltd.,13F-NT,1844161,20250210,edgar/data/1844161/0001844161-25-000002.txt,AUM not found or could not be parsed
Analyst Provident Funds Ltd.,13F-NT,1634147,20250210,edgar/data/1634147/0001178913-25-000379.txt,AUM not found or could not be parsed
Crosby Advisors LLC,13F-NT,1579053,20250210,edgar/data/1579053/0001104659-25-010920.txt,AUM not found or could not be parsed
Daiwa Asset Management Co. Ltd,13F-NT,1513151,20250210,edgar/data/1513151/0001513151-25-000001.txt,AUM not found or could not be parsed
Daiwa Capital Markets America Holdings Inc.,13F-NT,1512694,20250210,edgar/data/1512694/0001513151-25-000003.txt,AUM not found or could not be parsed
DOMINI IMPACT INVESTMENTS LLC,13F-NT,1399069,20250210,edgar/data/1399069/0000950123-25-001362.txt,AUM not found or could not be parsed
"Egerton Capital (US), LP",13F-NT,1939232,20250210,edgar/data/1939232/0001939232-25-000001.txt,AUM not found or could not be parsed
Daiwa America Strategic Advisors Corp,13F-NT,1512777,20250210,edgar/data/1512777/0001513151-25-000002.txt,AUM not found or could not be parsed
"FIRST EAGLE SEPARATE ACCOUNT MANAGEMENT, LLC",13F-NT,1791280,20250210,edgar/data/1791280/0001325447-25-000007.txt,AUM not found or could not be parsed
Christy Capital Management,13F-NT,2012167,20250210,edgar/data/2012167/0002012167-25-000001.txt,AUM not found or could not be parsed
"Flexible Plan Investments, Ltd.",13F-NT,1420167,20250210,edgar/data/1420167/0001420167-25-000001.txt,AUM not found or could not be parsed
"F.N.B. INVESTMENT ADVISORS, INC.",13F-NT,1500018,20250210,edgar/data/1500018/0000950123-25-001357.txt,AUM not found or could not be parsed
"Frost Investment Services, LLC",13F-NT,1768928,20250210,edgar/data/1768928/0001768928-25-000001.txt,AUM not found or could not be parsed
HILLS BANCORPORATION,13F-NT,732417,20250210,edgar/data/732417/0000732417-25-000004.txt,AUM not found or could not be parsed
Herbert John K III,13F-NT,1389867,20250210,edgar/data/1389867/0001389867-25-000001.txt,AUM not found or could not be parsed
Intact Financial Corp,13F-NT,1385426,20250210,edgar/data/1385426/0001062993-25-001917.txt,AUM not found or could not be parsed
J. Safra Sarasin Fund Management (Luxembourg) S.A.,13F-NT,1890255,20250210,edgar/data/1890255/0002031823-25-000005.txt,AUM not found or could not be parsed
J. Safra Sarasin Asset Management (Bahamas) Ltd.,13F-NT,1642697,20250210,edgar/data/1642697/0002031823-25-000006.txt,AUM not found or could not be parsed
Jupiter Investment Management Ltd,13F-NT,1080386,20250210,edgar/data/1080386/0001171843-25-000706.txt,AUM not found or could not be parsed
J. Safra Sarasin Investmentfonds Ltd.,13F-NT,2031170,20250210,edgar/data/2031170/0002031823-25-000004.txt,AUM not found or could not be parsed
Magma Venture Capital Management II L.P.,13F-NT,1907675,20250210,edgar/data/1907675/0001213900-25-011469.txt,AUM not found or could not be parsed
Magma Venture Capital Management IV L.P.,13F-NT,1907635,20250210,edgar/data/1907635/0001213900-25-011471.txt,AUM not found or could not be parsed
"NUVEEN INVESTMENTS, INC",13F-NT,885708,20250210,edgar/data/885708/0000930413-25-000452.txt,AUM not found or could not be parsed
"Nuveen Fund Advisors, LLC",13F-NT,1311016,20250210,edgar/data/1311016/0000930413-25-000453.txt,AUM not found or could not be parsed
Nichols Richard K,13F-NT,1799680,20250210,edgar/data/1799680/0001799680-25-000001.txt,AUM not found or could not be parsed
LATIFI KIMBERLY H,13F-NT,1905955,20250210,edgar/data/1905955/0001905955-25-000001.txt,AUM not found or could not be parsed
Popov Patricia D,13F-NT,1799678,20250210,edgar/data/1799678/0001799678-25-000001.txt,AUM not found or could not be parsed
